date,spx,spx_timestamp,spx_n_bars,vix,vix_timestamp,vix_n_bars,vix3m,vix3m_timestamp,vix3m_n_bars,vix6m,vix6m_timestamp,vix6m_n_bars
2016-12-27,2268.87,2016-12-27 16:00:00,391,11.93,2016-12-27 16:00:00,750,15.31,2016-12-27 16:00:00,390,17.62,2016-12-27 16:00:00,390
2016-12-28,2249.95,2016-12-28 16:00:00,391,12.9,2016-12-28 16:00:00,750,15.94,2016-12-28 16:00:00,390,18.03,2016-12-28 16:00:00,390
2016-12-29,2249.37,2016-12-29 16:00:00,391,13.41,2016-12-29 16:00:00,750,16.19,2016-12-29 16:00:00,390,18.25,2016-12-29 16:00:00,390
2016-12-30,2239.2,2016-12-30 16:00:00,391,14.15,2016-12-30 16:00:00,750,16.6,2016-12-30 16:00:00,390,18.61,2016-12-30 16:00:00,390
2017-01-03,2257.68,2017-01-03 16:00:00,391,12.96,2017-01-03 16:00:00,750,15.6,2017-01-03 16:00:00,390,17.79,2017-01-03 16:00:00,390
2017-01-04,2270.7,2017-01-04 16:00:00,391,11.83,2017-01-04 16:00:00,750,14.79,2017-01-04 16:00:00,390,17.1,2017-01-04 16:00:00,390
2017-01-05,2269.01,2017-01-05 16:00:00,391,11.69,2017-01-05 16:00:00,750,14.73,2017-01-05 16:00:00,390,17.05,2017-01-05 16:00:00,390
2017-01-06,2277.16,2017-01-06 16:00:00,391,11.37,2017-01-06 16:00:00,750,14.58,2017-01-06 16:00:00,390,16.94,2017-01-06 16:00:00,390
2017-01-09,2269.08,2017-01-09 16:00:00,391,11.62,2017-01-09 16:00:00,750,14.68,2017-01-09 16:00:00,390,17.07,2017-01-09 16:00:00,390
2017-01-10,2268.94,2017-01-10 16:00:00,391,11.5,2017-01-10 16:00:00,750,14.67,2017-01-10 16:00:00,390,17.1,2017-01-10 16:00:00,390
2017-01-11,2275.19,2017-01-11 16:00:00,391,11.26,2017-01-11 16:00:00,750,14.47,2017-01-11 16:00:00,390,16.97,2017-01-11 16:00:00,390
2017-01-12,2270.43,2017-01-12 16:00:00,391,11.47,2017-01-12 16:00:00,750,14.53,2017-01-12 16:00:00,390,17.09,2017-01-12 16:00:00,390
2017-01-13,2274.61,2017-01-13 16:00:00,391,11.32,2017-01-13 16:00:00,750,14.59,2017-01-13 16:00:00,390,17.2,2017-01-13 16:00:00,390
2017-01-17,2267.83,2017-01-17 16:00:00,391,11.9,2017-01-17 16:00:00,750,14.96,2017-01-17 16:00:00,390,17.49,2017-01-17 16:00:00,390
2017-01-18,2271.86,2017-01-18 16:00:00,391,12.44,2017-01-18 16:00:00,750,14.88,2017-01-18 16:00:00,390,17.37,2017-01-18 16:00:00,390
2017-01-19,2263.65,2017-01-19 16:00:00,391,12.87,2017-01-19 16:00:00,750,15.08,2017-01-19 16:00:00,390,17.42,2017-01-19 16:00:00,390
2017-01-20,2271.24,2017-01-20 16:00:00,391,11.61,2017-01-20 16:00:00,750,14.5,2017-01-20 16:00:00,390,17.04,2017-01-20 16:00:00,390
2017-01-23,2265.32,2017-01-23 16:00:00,391,11.82,2017-01-23 16:00:00,750,14.57,2017-01-23 16:00:00,390,16.97,2017-01-23 16:00:00,390
2017-01-24,2280.04,2017-01-24 16:00:00,391,11.06,2017-01-24 16:00:00,750,13.87,2017-01-24 16:00:00,390,16.24,2017-01-24 16:00:00,390
2017-01-25,2298.4,2017-01-25 16:00:00,391,10.69,2017-01-25 16:00:00,750,13.57,2017-01-25 16:00:00,390,15.93,2017-01-25 16:00:00,390
2017-01-26,2296.73,2017-01-26 16:00:00,391,10.74,2017-01-26 16:00:00,750,13.68,2017-01-26 16:00:00,390,16.1,2017-01-26 16:00:00,390
2017-01-27,2294.55,2017-01-27 16:00:00,391,10.5,2017-01-27 16:00:00,750,13.67,2017-01-27 16:00:00,390,16.2,2017-01-27 16:00:00,390
2017-01-30,2280.68,2017-01-30 16:00:00,391,11.91,2017-01-30 16:00:00,750,14.45,2017-01-30 16:00:00,390,16.65,2017-01-30 16:00:00,390
2017-01-31,2278.92,2017-01-31 16:00:00,391,11.97,2017-01-31 16:00:00,750,14.46,2017-01-31 16:00:00,390,16.68,2017-01-31 16:00:00,390
2017-02-01,2279.44,2017-02-01 16:00:00,391,11.67,2017-02-01 16:00:00,750,14.26,2017-02-01 16:00:00,390,16.51,2017-02-01 16:00:00,390
2017-02-02,2280.85,2017-02-02 16:00:00,391,11.88,2017-02-02 16:00:00,750,14.55,2017-02-02 16:00:00,390,16.6,2017-02-02 16:00:00,390
2017-02-03,2297.24,2017-02-03 16:00:00,391,10.82,2017-02-03 16:00:00,750,13.99,2017-02-03 16:00:00,390,16.22,2017-02-03 16:00:00,390
2017-02-06,2292.56,2017-02-06 16:00:00,391,11.24,2017-02-06 16:00:00,750,14.19,2017-02-06 16:00:00,390,16.38,2017-02-06 16:00:00,390
2017-02-07,2292.96,2017-02-07 16:00:00,391,11.31,2017-02-07 16:00:00,750,14.38,2017-02-07 16:00:00,390,16.45,2017-02-07 16:00:00,390
2017-02-08,2294.65,2017-02-08 16:00:00,391,11.35,2017-02-08 16:00:00,750,14.57,2017-02-08 16:00:00,390,16.58,2017-02-08 16:00:00,390
2017-02-09,2307.75,2017-02-09 16:00:00,391,10.98,2017-02-09 16:00:00,750,14.21,2017-02-09 16:00:00,390,16.38,2017-02-09 16:00:00,390
2017-02-10,2316.16,2017-02-10 16:00:00,391,10.87,2017-02-10 16:00:00,750,13.91,2017-02-10 16:00:00,390,16.16,2017-02-10 16:00:00,390
2017-02-13,2328.22,2017-02-13 16:00:00,391,11.14,2017-02-13 16:00:00,750,13.74,2017-02-13 16:00:00,390,15.95,2017-02-13 16:00:00,390
2017-02-14,2337.46,2017-02-14 16:00:00,391,10.86,2017-02-14 16:00:00,750,13.3,2017-02-14 16:00:00,390,15.52,2017-02-14 16:00:00,390
2017-02-15,2349.16,2017-02-15 16:00:00,391,11.93,2017-02-15 16:00:00,750,13.46,2017-02-15 16:00:00,390,15.49,2017-02-15 16:00:00,390
2017-02-16,2347.17,2017-02-16 16:00:00,391,11.83,2017-02-16 16:00:00,750,13.64,2017-02-16 16:00:00,390,15.69,2017-02-16 16:00:00,390
2017-02-17,2350.96,2017-02-17 16:00:00,391,11.41,2017-02-17 16:00:00,750,13.67,2017-02-17 16:00:00,390,15.74,2017-02-17 16:00:00,390
2017-02-21,2365.08,2017-02-21 16:00:00,391,11.56,2017-02-21 16:00:00,750,14.02,2017-02-21 16:00:00,390,15.97,2017-02-21 16:00:00,390
2017-02-22,2362.61,2017-02-22 16:00:00,391,11.71,2017-02-22 16:00:00,750,14.41,2017-02-22 16:00:00,390,16.26,2017-02-22 16:00:00,390
2017-02-23,2363.76,2017-02-23 16:00:00,391,11.79,2017-02-23 16:00:00,750,14.78,2017-02-23 16:00:00,390,16.56,2017-02-23 16:00:00,390
2017-02-24,2367.15,2017-02-24 16:00:00,391,11.36,2017-02-24 16:00:00,750,14.7,2017-02-24 16:00:00,390,16.64,2017-02-24 16:00:00,390
2017-02-27,2369.72,2017-02-27 16:00:00,391,12.1,2017-02-27 16:00:00,750,14.91,2017-02-27 16:00:00,390,16.62,2017-02-27 16:00:00,390
2017-02-28,2363.87,2017-02-28 16:00:00,391,12.8,2017-02-28 16:00:00,750,15.24,2017-02-28 16:00:00,390,16.92,2017-02-28 16:00:00,390
2017-03-01,2395.84,2017-03-01 16:00:00,391,12.4,2017-03-01 16:00:00,750,14.8,2017-03-01 16:00:00,390,16.57,2017-03-01 16:00:00,390
2017-03-02,2381.75,2017-03-02 16:00:00,391,11.96,2017-03-02 16:00:00,750,14.85,2017-03-02 16:00:00,390,16.69,2017-03-02 16:00:00,390
2017-03-03,2382.88,2017-03-03 16:00:00,391,10.99,2017-03-03 16:00:00,750,14.29,2017-03-03 16:00:00,390,16.27,2017-03-03 16:00:00,390
2017-03-06,2375.4,2017-03-06 16:00:00,391,11.17,2017-03-06 16:00:00,750,14.32,2017-03-06 16:00:00,390,16.29,2017-03-06 16:00:00,390
2017-03-07,2368.28,2017-03-07 16:00:00,391,11.47,2017-03-07 16:00:00,750,14.42,2017-03-07 16:00:00,390,16.38,2017-03-07 16:00:00,390
2017-03-08,2363.05,2017-03-08 16:00:00,391,11.73,2017-03-08 16:00:00,750,14.51,2017-03-08 16:00:00,390,16.38,2017-03-08 16:00:00,390
2017-03-09,2364.96,2017-03-09 16:00:00,391,12.3,2017-03-09 16:00:00,750,14.77,2017-03-09 16:00:00,390,16.61,2017-03-09 16:00:00,390
2017-03-10,2372.81,2017-03-10 16:00:00,391,11.59,2017-03-10 16:00:00,750,14.37,2017-03-10 16:00:00,390,16.34,2017-03-10 16:00:00,390
2017-03-13,2373.55,2017-03-13 16:00:00,391,11.31,2017-03-13 16:00:00,750,14.36,2017-03-13 16:00:00,390,16.28,2017-03-13 16:00:00,390
2017-03-14,2365.4,2017-03-14 16:00:00,391,12.3,2017-03-14 16:00:00,750,14.62,2017-03-14 16:00:00,390,16.41,2017-03-14 16:00:00,390
2017-03-15,2384.86,2017-03-15 16:00:00,391,11.5,2017-03-15 16:00:00,750,14.18,2017-03-15 16:00:00,390,16.12,2017-03-15 16:00:00,390
2017-03-16,2381.26,2017-03-16 16:00:00,391,11.22,2017-03-16 16:00:00,750,13.82,2017-03-16 16:00:00,390,15.83,2017-03-16 16:00:00,390
2017-03-17,2378.16,2017-03-17 16:00:00,391,11.22,2017-03-17 16:00:00,750,13.9,2017-03-17 16:00:00,390,15.84,2017-03-17 16:00:00,390
2017-03-20,2373.46,2017-03-20 16:00:00,391,11.35,2017-03-20 16:00:00,750,13.92,2017-03-20 16:00:00,390,15.87,2017-03-20 16:00:00,390
2017-03-21,2343.98,2017-03-21 16:00:00,391,12.63,2017-03-21 16:00:00,750,14.68,2017-03-21 16:00:00,390,16.45,2017-03-21 16:00:00,390
2017-03-22,2348.47,2017-03-22 16:00:00,391,12.66,2017-03-22 16:00:00,750,14.58,2017-03-22 16:00:00,390,16.35,2017-03-22 16:00:00,390
2017-03-23,2346.01,2017-03-23 16:00:00,391,13.14,2017-03-23 16:00:00,750,14.9,2017-03-23 16:00:00,390,16.53,2017-03-23 16:00:00,390
2017-03-24,2344.2,2017-03-24 16:00:00,391,13.0,2017-03-24 16:00:00,750,14.63,2017-03-24 16:00:00,390,16.34,2017-03-24 16:00:00,390
2017-03-27,2341.58,2017-03-27 16:00:00,391,12.59,2017-03-27 16:00:00,750,14.26,2017-03-27 16:00:00,390,16.0,2017-03-27 16:00:00,390
2017-03-28,2358.59,2017-03-28 16:00:00,391,11.49,2017-03-28 16:00:00,750,13.65,2017-03-28 16:00:00,390,15.4,2017-03-28 16:00:00,390
2017-03-29,2361.16,2017-03-29 16:00:00,391,11.41,2017-03-29 16:00:00,750,13.45,2017-03-29 16:00:00,390,15.2,2017-03-29 16:00:00,390
2017-03-30,2368.06,2017-03-30 16:00:00,391,11.6,2017-03-30 16:00:00,750,13.41,2017-03-30 16:00:00,390,15.11,2017-03-30 16:00:00,390
2017-03-31,2362.69,2017-03-31 16:00:00,391,12.29,2017-03-31 16:00:00,750,13.58,2017-03-31 16:00:00,390,15.24,2017-03-31 16:00:00,390
2017-04-03,2358.89,2017-04-03 16:00:00,391,12.32,2017-04-03 16:00:00,750,13.67,2017-04-03 16:00:00,390,15.28,2017-04-03 16:00:00,390
2017-04-04,2360.07,2017-04-04 16:00:00,391,11.82,2017-04-04 16:00:00,750,13.38,2017-04-04 16:00:00,390,14.94,2017-04-04 16:00:00,390
2017-04-05,2352.85,2017-04-05 16:00:00,391,12.55,2017-04-05 16:00:00,750,13.97,2017-04-05 16:00:00,390,15.35,2017-04-05 16:00:00,390
2017-04-06,2357.55,2017-04-06 16:00:00,391,12.43,2017-04-06 16:00:00,750,13.65,2017-04-06 16:00:00,390,15.13,2017-04-06 16:00:00,390
2017-04-07,2355.6,2017-04-07 16:00:00,391,12.83,2017-04-07 16:00:00,750,14.07,2017-04-07 16:00:00,390,15.44,2017-04-07 16:00:00,390
2017-04-10,2357.14,2017-04-10 16:00:00,391,13.99,2017-04-10 16:00:00,750,14.52,2017-04-10 16:00:00,390,15.84,2017-04-10 16:00:00,390
2017-04-11,2353.85,2017-04-11 16:00:00,391,15.1,2017-04-11 16:00:00,750,15.28,2017-04-11 16:00:00,390,16.23,2017-04-11 16:00:00,390
2017-04-12,2344.82,2017-04-12 16:00:00,391,15.7,2017-04-12 16:00:00,750,15.36,2017-04-12 16:00:00,390,16.3,2017-04-12 16:00:00,390
2017-04-13,2329.04,2017-04-13 16:00:00,391,16.01,2017-04-13 16:00:00,750,15.74,2017-04-13 16:00:00,390,16.55,2017-04-13 16:00:00,390
2017-04-17,2349.01,2017-04-17 16:00:00,391,14.65,2017-04-17 16:00:00,750,14.87,2017-04-17 16:00:00,390,16.05,2017-04-17 16:00:00,390
2017-04-18,2342.21,2017-04-18 16:00:00,391,14.39,2017-04-18 16:00:00,750,14.77,2017-04-18 16:00:00,390,16.04,2017-04-18 16:00:00,390
2017-04-19,2338.04,2017-04-19 16:00:00,391,15.0,2017-04-19 16:00:00,750,15.13,2017-04-19 16:00:00,390,16.24,2017-04-19 16:00:00,390
2017-04-20,2355.92,2017-04-20 16:00:00,391,14.09,2017-04-20 16:00:00,750,14.51,2017-04-20 16:00:00,390,15.75,2017-04-20 16:00:00,390
2017-04-21,2348.85,2017-04-21 16:00:00,391,14.66,2017-04-21 16:00:00,750,14.74,2017-04-21 16:00:00,390,15.93,2017-04-21 16:00:00,390
2017-04-24,2374.08,2017-04-24 16:00:00,391,10.88,2017-04-24 16:00:00,750,12.92,2017-04-24 16:00:00,390,14.73,2017-04-24 16:00:00,390
2017-04-25,2388.56,2017-04-25 16:00:00,391,10.78,2017-04-25 16:00:00,750,12.85,2017-04-25 16:00:00,390,14.62,2017-04-25 16:00:00,390
2017-04-26,2387.58,2017-04-26 16:00:00,391,10.77,2017-04-26 16:00:00,750,12.97,2017-04-26 16:00:00,390,14.76,2017-04-26 16:00:00,390
2017-04-27,2388.86,2017-04-27 16:00:00,391,10.44,2017-04-27 16:00:00,750,12.81,2017-04-27 16:00:00,390,14.7,2017-04-27 16:00:00,390
2017-04-28,2384.13,2017-04-28 16:00:00,391,10.84,2017-04-28 16:00:00,750,12.94,2017-04-28 16:00:00,390,14.76,2017-04-28 16:00:00,390
2017-05-01,2388.81,2017-05-01 16:00:00,391,10.18,2017-05-01 16:00:00,750,12.68,2017-05-01 16:00:00,390,14.52,2017-05-01 16:00:00,390
2017-05-02,2391.02,2017-05-02 16:00:00,391,10.47,2017-05-02 16:00:00,750,12.81,2017-05-02 16:00:00,390,14.64,2017-05-02 16:00:00,390
2017-05-03,2387.92,2017-05-03 16:00:00,391,10.64,2017-05-03 16:00:00,750,13.06,2017-05-03 16:00:00,390,14.85,2017-05-03 16:00:00,390
2017-05-04,2389.5,2017-05-04 16:00:00,391,10.42,2017-05-04 16:00:00,750,12.77,2017-05-04 16:00:00,390,14.68,2017-05-04 16:00:00,390
2017-05-05,2399.27,2017-05-05 16:00:00,391,10.63,2017-05-05 16:00:00,750,12.92,2017-05-05 16:00:00,390,14.71,2017-05-05 16:00:00,390
2017-05-08,2399.04,2017-05-08 16:00:00,391,9.72,2017-05-08 16:00:00,750,12.59,2017-05-08 16:00:00,390,14.63,2017-05-08 16:00:00,390
2017-05-09,2396.84,2017-05-09 16:00:00,391,9.98,2017-05-09 16:00:00,750,12.71,2017-05-09 16:00:00,390,14.74,2017-05-09 16:00:00,390
2017-05-10,2399.5,2017-05-10 16:00:00,391,10.07,2017-05-10 16:00:00,750,12.89,2017-05-10 16:00:00,390,14.87,2017-05-10 16:00:00,390
2017-05-11,2394.57,2017-05-11 16:00:00,391,10.56,2017-05-11 16:00:00,750,12.98,2017-05-11 16:00:00,390,14.97,2017-05-11 16:00:00,390
2017-05-12,2390.67,2017-05-12 16:00:00,391,10.4,2017-05-12 16:00:00,750,12.99,2017-05-12 16:00:00,390,15.11,2017-05-12 16:00:00,390
2017-05-15,2402.33,2017-05-15 16:00:00,391,10.28,2017-05-15 16:00:00,750,12.72,2017-05-15 16:00:00,390,14.94,2017-05-15 16:00:00,390
2017-05-16,2400.61,2017-05-16 16:00:00,391,10.56,2017-05-16 16:00:00,750,12.66,2017-05-16 16:00:00,390,14.98,2017-05-16 16:00:00,390
2017-05-17,2357.34,2017-05-17 16:00:00,391,15.2,2017-05-17 16:00:00,750,15.47,2017-05-17 16:00:00,390,16.73,2017-05-17 16:00:00,390
2017-05-18,2365.76,2017-05-18 16:00:00,391,14.53,2017-05-18 16:00:00,750,14.95,2017-05-18 16:00:00,390,16.34,2017-05-18 16:00:00,390
2017-05-19,2381.62,2017-05-19 16:00:00,391,12.29,2017-05-19 16:00:00,750,13.64,2017-05-19 16:00:00,390,15.68,2017-05-19 16:00:00,390
2017-05-22,2393.94,2017-05-22 16:00:00,391,10.95,2017-05-22 16:00:00,750,12.99,2017-05-22 16:00:00,390,15.26,2017-05-22 16:00:00,390
2017-05-23,2398.5,2017-05-23 16:00:00,391,10.73,2017-05-23 16:00:00,750,12.9,2017-05-23 16:00:00,390,15.17,2017-05-23 16:00:00,390
2017-05-24,2404.28,2017-05-24 16:00:00,391,9.98,2017-05-24 16:00:00,750,12.59,2017-05-24 16:00:00,390,14.89,2017-05-24 16:00:00,390
2017-05-25,2415.02,2017-05-25 16:00:00,391,10.06,2017-05-25 16:00:00,750,12.52,2017-05-25 16:00:00,390,14.84,2017-05-25 16:00:00,390
2017-05-26,2415.61,2017-05-26 16:00:00,391,9.79,2017-05-26 16:00:00,750,12.42,2017-05-26 16:00:00,390,14.84,2017-05-26 16:00:00,390
2017-05-30,2412.92,2017-05-30 16:00:00,391,10.31,2017-05-30 16:00:00,750,12.73,2017-05-30 16:00:00,390,15.03,2017-05-30 16:00:00,390
2017-05-31,2411.73,2017-05-31 16:00:00,391,10.62,2017-05-31 16:00:00,750,12.74,2017-05-31 16:00:00,390,15.03,2017-05-31 16:00:00,390
2017-06-01,2429.95,2017-06-01 16:00:00,391,9.87,2017-06-01 16:00:00,750,12.38,2017-06-01 16:00:00,390,14.82,2017-06-01 16:00:00,390
2017-06-02,2438.45,2017-06-02 16:00:00,391,9.73,2017-06-02 16:00:00,750,12.45,2017-06-02 16:00:00,390,14.87,2017-06-02 16:00:00,390
2017-06-05,2436.18,2017-06-05 16:00:00,391,9.93,2017-06-05 16:00:00,750,12.75,2017-06-05 16:00:00,390,15.05,2017-06-05 16:00:00,390
2017-06-06,2429.38,2017-06-06 16:00:00,391,10.56,2017-06-06 16:00:00,750,13.16,2017-06-06 16:00:00,390,15.37,2017-06-06 16:00:00,390
2017-06-07,2433.08,2017-06-07 16:00:00,391,10.38,2017-06-07 16:00:00,750,13.07,2017-06-07 16:00:00,390,15.27,2017-06-07 16:00:00,390
2017-06-08,2433.79,2017-06-08 16:00:00,391,10.16,2017-06-08 16:00:00,750,12.77,2017-06-08 16:00:00,390,15.0,2017-06-08 16:00:00,390
2017-06-09,2431.58,2017-06-09 16:00:00,391,10.83,2017-06-09 16:00:00,750,12.98,2017-06-09 16:00:00,390,15.27,2017-06-09 16:00:00,390
2017-06-12,2429.44,2017-06-12 16:00:00,391,11.37,2017-06-12 16:00:00,750,13.27,2017-06-12 16:00:00,390,15.33,2017-06-12 16:00:00,390
2017-06-13,2440.33,2017-06-13 16:00:00,391,10.38,2017-06-13 16:00:00,750,12.68,2017-06-13 16:00:00,390,14.92,2017-06-13 16:00:00,390
2017-06-14,2437.89,2017-06-14 16:00:00,391,10.59,2017-06-14 16:00:00,750,12.76,2017-06-14 16:00:00,390,14.95,2017-06-14 16:00:00,390
2017-06-15,2432.51,2017-06-15 16:00:00,391,11.06,2017-06-15 16:00:00,750,12.93,2017-06-15 16:00:00,390,15.07,2017-06-15 16:00:00,390
2017-06-16,2433.11,2017-06-16 16:00:00,391,10.33,2017-06-16 16:00:00,750,12.63,2017-06-16 16:00:00,390,14.87,2017-06-16 16:00:00,390
2017-06-19,2453.23,2017-06-19 16:00:00,391,10.25,2017-06-19 16:00:00,750,12.3,2017-06-19 16:00:00,390,14.44,2017-06-19 16:00:00,390
2017-06-20,2437.12,2017-06-20 16:00:00,391,10.98,2017-06-20 16:00:00,750,12.79,2017-06-20 16:00:00,390,14.74,2017-06-20 16:00:00,390
2017-06-21,2435.8,2017-06-21 16:00:00,391,10.8,2017-06-21 16:00:00,750,12.74,2017-06-21 16:00:00,390,14.73,2017-06-21 16:00:00,390
2017-06-22,2434.6,2017-06-22 16:00:00,391,10.46,2017-06-22 16:00:00,750,12.62,2017-06-22 16:00:00,390,14.65,2017-06-22 16:00:00,390
2017-06-23,2438.18,2017-06-23 16:00:00,391,9.99,2017-06-23 16:00:00,750,12.38,2017-06-23 16:00:00,390,14.49,2017-06-23 16:00:00,390
2017-06-26,2438.99,2017-06-26 16:00:00,391,9.84,2017-06-26 16:00:00,750,12.29,2017-06-26 16:00:00,390,14.29,2017-06-26 16:00:00,390
2017-06-27,2419.58,2017-06-27 16:00:00,391,11.25,2017-06-27 16:00:00,750,13.06,2017-06-27 16:00:00,390,14.81,2017-06-27 16:00:00,390
2017-06-28,2440.54,2017-06-28 16:00:00,391,10.04,2017-06-28 16:00:00,750,12.42,2017-06-28 16:00:00,390,14.46,2017-06-28 16:00:00,390
2017-06-29,2419.79,2017-06-29 16:00:00,391,11.56,2017-06-29 16:00:00,750,13.28,2017-06-29 16:00:00,390,14.94,2017-06-29 16:00:00,390
2017-06-30,2423.47,2017-06-30 16:00:00,391,11.06,2017-06-30 16:00:00,750,13.14,2017-06-30 16:00:00,390,14.85,2017-06-30 16:00:00,390
2017-07-03,2429.01,2017-07-03 14:14:00,232,11.22,2017-07-03 13:14:00,584,13.31,2017-07-03 13:14:00,224,14.96,2017-07-03 13:14:00,224
2017-07-05,2432.58,2017-07-05 16:00:00,391,10.97,2017-07-05 16:00:00,750,13.22,2017-07-05 16:00:00,390,14.91,2017-07-05 16:00:00,390
2017-07-06,2409.98,2017-07-06 16:00:00,391,12.67,2017-07-06 16:00:00,750,14.14,2017-07-06 16:00:00,390,15.47,2017-07-06 16:00:00,390
2017-07-07,2425.08,2017-07-07 16:00:00,391,11.21,2017-07-07 16:00:00,750,13.57,2017-07-07 16:00:00,390,15.14,2017-07-07 16:00:00,390
2017-07-10,2427.53,2017-07-10 16:00:00,391,11.02,2017-07-10 16:00:00,750,13.28,2017-07-10 16:00:00,390,14.86,2017-07-10 16:00:00,390
2017-07-11,2425.68,2017-07-11 16:00:00,391,10.96,2017-07-11 16:00:00,750,13.19,2017-07-11 16:00:00,390,14.75,2017-07-11 16:00:00,390
2017-07-12,2443.42,2017-07-12 16:00:00,391,10.22,2017-07-12 16:00:00,750,12.75,2017-07-12 16:00:00,390,14.48,2017-07-12 16:00:00,390
2017-07-13,2447.94,2017-07-13 16:00:00,391,10.0,2017-07-13 16:00:00,750,12.58,2017-07-13 16:00:00,390,14.34,2017-07-13 16:00:00,390
2017-07-14,2459.23,2017-07-14 16:00:00,391,9.7,2017-07-14 16:00:00,750,12.3,2017-07-14 16:00:00,390,14.03,2017-07-14 16:00:00,390
2017-07-17,2459.12,2017-07-17 16:00:00,391,9.92,2017-07-17 16:00:00,750,12.35,2017-07-17 16:00:00,390,14.12,2017-07-17 16:00:00,390
2017-07-18,2460.67,2017-07-18 16:00:00,391,9.95,2017-07-18 16:00:00,750,12.3,2017-07-18 16:00:00,390,14.04,2017-07-18 16:00:00,390
2017-07-19,2473.64,2017-07-19 16:00:00,391,9.78,2017-07-19 16:00:00,750,11.99,2017-07-19 16:00:00,390,13.91,2017-07-19 16:00:00,390
2017-07-20,2473.88,2017-07-20 16:00:00,391,9.51,2017-07-20 16:00:00,750,12.01,2017-07-20 16:00:00,390,13.87,2017-07-20 16:00:00,390
2017-07-21,2472.41,2017-07-21 16:00:00,391,9.36,2017-07-21 16:00:00,750,12.02,2017-07-21 16:00:00,390,13.88,2017-07-21 16:00:00,390
2017-07-24,2470.64,2017-07-24 16:00:00,391,9.42,2017-07-24 16:00:00,750,12.01,2017-07-24 16:00:00,390,13.81,2017-07-24 16:00:00,390
2017-07-25,2477.17,2017-07-25 16:00:00,391,9.51,2017-07-25 16:00:00,750,12.02,2017-07-25 16:00:00,390,13.71,2017-07-25 16:00:00,390
2017-07-26,2477.87,2017-07-26 16:00:00,391,9.46,2017-07-26 16:00:00,750,12.06,2017-07-26 16:00:00,390,13.76,2017-07-26 16:00:00,390
2017-07-27,2475.45,2017-07-27 16:00:00,391,10.08,2017-07-27 16:00:00,750,12.37,2017-07-27 16:00:00,390,13.83,2017-07-27 16:00:00,390
2017-07-28,2472.06,2017-07-28 16:00:00,391,10.28,2017-07-28 16:00:00,750,12.6,2017-07-28 16:00:00,390,13.98,2017-07-28 16:00:00,390
2017-07-31,2470.45,2017-07-31 16:00:00,391,10.51,2017-07-31 16:00:00,750,12.6,2017-07-31 16:00:00,390,14.03,2017-07-31 16:00:00,390
2017-08-01,2476.26,2017-08-01 16:00:00,391,10.01,2017-08-01 16:00:00,750,12.35,2017-08-01 16:00:00,390,13.71,2017-08-01 16:00:00,390
2017-08-02,2477.36,2017-08-02 16:00:00,391,10.24,2017-08-02 16:00:00,750,12.53,2017-08-02 16:00:00,390,13.88,2017-08-02 16:00:00,390
2017-08-03,2472.08,2017-08-03 16:00:00,391,10.47,2017-08-03 16:00:00,750,12.78,2017-08-03 16:00:00,390,14.19,2017-08-03 16:00:00,390
2017-08-04,2476.55,2017-08-04 16:00:00,391,10.0,2017-08-04 16:00:00,750,12.74,2017-08-04 16:00:00,390,14.25,2017-08-04 16:00:00,390
2017-08-07,2480.81,2017-08-07 16:00:00,391,9.91,2017-08-07 16:00:00,750,12.66,2017-08-07 16:00:00,390,14.17,2017-08-07 16:00:00,390
2017-08-08,2474.98,2017-08-08 16:00:00,391,11.12,2017-08-08 16:00:00,750,13.29,2017-08-08 16:00:00,390,14.66,2017-08-08 16:00:00,390
2017-08-09,2473.92,2017-08-09 16:00:00,391,11.42,2017-08-09 16:00:00,750,13.63,2017-08-09 16:00:00,390,14.98,2017-08-09 16:00:00,390
2017-08-10,2438.25,2017-08-10 16:00:00,391,15.9,2017-08-10 16:00:00,750,15.97,2017-08-10 16:00:00,390,16.49,2017-08-10 16:00:00,390
2017-08-11,2441.39,2017-08-11 16:00:00,391,15.61,2017-08-11 16:00:00,750,16.39,2017-08-11 16:00:00,390,16.88,2017-08-11 16:00:00,390
2017-08-14,2465.49,2017-08-14 16:00:00,391,12.41,2017-08-14 16:00:00,750,14.0,2017-08-14 16:00:00,390,15.22,2017-08-14 16:00:00,390
2017-08-15,2464.67,2017-08-15 16:00:00,391,11.98,2017-08-15 16:00:00,750,13.87,2017-08-15 16:00:00,390,15.09,2017-08-15 16:00:00,390
2017-08-16,2468.14,2017-08-16 16:00:00,391,11.79,2017-08-16 16:00:00,740,13.59,2017-08-16 16:00:00,390,14.9,2017-08-16 16:00:00,390
2017-08-17,2430.13,2017-08-17 16:00:00,391,15.56,2017-08-17 16:00:00,750,16.15,2017-08-17 16:00:00,390,16.53,2017-08-17 16:00:00,390
2017-08-18,2425.52,2017-08-18 16:00:00,391,14.33,2017-08-18 16:00:00,750,15.65,2017-08-18 16:00:00,390,16.33,2017-08-18 16:00:00,390
2017-08-21,2428.3,2017-08-21 16:00:00,391,13.18,2017-08-21 16:00:00,750,15.04,2017-08-21 16:00:00,390,15.96,2017-08-21 16:00:00,390
2017-08-22,2452.47,2017-08-22 16:00:00,391,11.46,2017-08-22 16:00:00,750,13.72,2017-08-22 16:00:00,390,15.06,2017-08-22 16:00:00,390
